id,version,title,abstract,authors,categories,primary_category,published,updated,doi,journal_ref,comment,pdf_url,link,year,source
2501.01306,2,"Think More, Hallucinate Less: Mitigating Hallucinations via Dual Process
  of Fast and Slow Thinking","Large language models (LLMs) demonstrate exceptional capabilities, yet still face the hallucination issue. Typical text generation approaches adopt an auto-regressive generation without deliberate reasoning, which often results in untrustworthy and factually inaccurate responses. In this paper, we propose HaluSearch, a novel framework that incorporates tree search-based algorithms (e.g. MCTS) to enable an explicit slow thinking generation process for mitigating hallucinations of LLMs during inference. Specifically, HaluSearch frames text generation as a step-by-step reasoning process, using a self-evaluation reward model to score each generation step and guide the tree search towards the most reliable generation pathway for fully exploiting the internal knowledge of LLMs. To balance efficiency and quality, we introduce a hierarchical thinking system switch mechanism inspired by the dual process theory in cognitive science, which dynamically alternates between fast and slow thinking modes at both the instance and step levels, adapting to the complexity of questions and reasoning states. We conduct extensive experiments on both English and Chinese datasets and the results show that our approach significantly outperforms baseline approaches.",Xiaoxue Cheng; Junyi Li; Wayne Xin Zhao; Ji-Rong Wen,cs.CL,cs.CL,2025-01-02T15:36:50Z,2025-01-03T08:29:37Z,,,,http://arxiv.org/pdf/2501.01306v2,http://arxiv.org/abs/2501.01306v2,2025,arxiv_api
2501.01312,3,Learning Spectral Methods by Transformers,"Transformers demonstrate significant advantages as the building block of modern LLMs. In this work, we study the capacities of Transformers in performing unsupervised learning. We show that multi-layered Transformers, given a sufficiently large set of pre-training instances, are able to learn the algorithms themselves and perform statistical estimation tasks given new instances. This learning paradigm is distinct from the in-context learning setup and is similar to the learning procedure of human brains where skills are learned through past experience. Theoretically, we prove that pre-trained Transformers can learn the spectral methods and use the classification of bi-class Gaussian mixture model as an example. Our proof is constructive using algorithmic design techniques. Our results are built upon the similarities of multi-layered Transformer architecture with the iterative recovery algorithms used in practice. Empirically, we verify the strong capacity of the multi-layered (pre-trained) Transformer on unsupervised learning through the lens of both the PCA and the Clustering tasks performed on the synthetic and real-world datasets.",Yihan He; Yuan Cao; Hong-Yu Chen; Dennis Wu; Jianqing Fan; Han Liu,stat.ML; cs.LG; math.ST; stat.TH,stat.ML,2025-01-02T15:53:25Z,2025-01-13T03:53:34Z,,,"77 pages, 12 figures",http://arxiv.org/pdf/2501.01312v3,http://arxiv.org/abs/2501.01312v3,2025,arxiv_api
2501.01329,1,"The Prompt Alchemist: Automated LLM-Tailored Prompt Optimization for
  Test Case Generation","Test cases are essential for validating the reliability and quality of software applications. Recent studies have demonstrated the capability of Large Language Models (LLMs) to generate useful test cases for given source code. However, the existing work primarily relies on human-written plain prompts, which often leads to suboptimal results since the performance of LLMs can be highly influenced by the prompts. Moreover, these approaches use the same prompt for all LLMs, overlooking the fact that different LLMs might be best suited to different prompts. Given the wide variety of possible prompt formulations, automatically discovering the optimal prompt for each LLM presents a significant challenge. Although there are methods on automated prompt optimization in the natural language processing field, they are hard to produce effective prompts for the test case generation task. First, the methods iteratively optimize prompts by simply combining and mutating existing ones without proper guidance, resulting in prompts that lack diversity and tend to repeat the same errors in the generated test cases. Second, the prompts are generally lack of domain contextual knowledge, limiting LLMs' performance in the task.",Shuzheng Gao; Chaozheng Wang; Cuiyun Gao; Xiaoqian Jiao; Chun Yong Chong; Shan Gao; Michael Lyu,cs.SE; cs.AI; cs.CL,cs.SE,2025-01-02T16:30:05Z,2025-01-02T16:30:05Z,,,,http://arxiv.org/pdf/2501.01329v1,http://arxiv.org/abs/2501.01329v1,2025,arxiv_api
2501.01332,1,"Decoding Knowledge in Large Language Models: A Framework for
  Categorization and Comprehension","Understanding how large language models (LLMs) acquire, retain, and apply knowledge remains an open challenge. This paper introduces a novel framework, K-(CSA)^2, which categorizes LLM knowledge along two dimensions: correctness and confidence. The framework defines six categories of knowledge, ranging from highly confident correctness to confidently held misconceptions, enabling a nuanced evaluation of model comprehension beyond binary accuracy. Using this framework, we demonstrate how techniques like chain-of-thought prompting and reinforcement learning with human feedback fundamentally alter the knowledge structures of internal (pre-trained) and external (context-dependent) knowledge in LLMs. CoT particularly enhances base model performance and shows synergistic benefits when applied to aligned LLMs. Moreover, our layer-wise analysis reveals that higher layers in LLMs encode more high-confidence knowledge, while low-confidence knowledge tends to emerge in middle-to-lower layers.",Yanbo Fang; Ruixiang Tang,cs.CL,cs.CL,2025-01-02T16:34:10Z,2025-01-02T16:34:10Z,,,,http://arxiv.org/pdf/2501.01332v1,http://arxiv.org/abs/2501.01332v1,2025,arxiv_api
2501.01335,1,"CySecBench: Generative AI-based CyberSecurity-focused Prompt Dataset for
  Benchmarking Large Language Models","Numerous studies have investigated methods for jailbreaking Large Language Models (LLMs) to generate harmful content. Typically, these methods are evaluated using datasets of malicious prompts designed to bypass security policies established by LLM providers. However, the generally broad scope and open-ended nature of existing datasets can complicate the assessment of jailbreaking effectiveness, particularly in specific domains, notably cybersecurity. To address this issue, we present and publicly release CySecBench, a comprehensive dataset containing 12662 prompts specifically designed to evaluate jailbreaking techniques in the cybersecurity domain. The dataset is organized into 10 distinct attack-type categories, featuring close-ended prompts to enable a more consistent and accurate assessment of jailbreaking attempts. Furthermore, we detail our methodology for dataset generation and filtration, which can be adapted to create similar datasets in other domains. To demonstrate the utility of CySecBench, we propose and evaluate a jailbreaking approach based on prompt obfuscation. Our experimental results show that this method successfully elicits harmful content from commercial black-box LLMs, achieving Success Rates (SRs) of 65% with ChatGPT and 88% with Gemini; in contrast, Claude demonstrated greater resilience with a jailbreaking SR of 17%. Compared to existing benchmark approaches, our method shows superior performance, highlighting the value of domain-specific evaluation datasets for assessing LLM security measures. Moreover, when evaluated using prompts from a widely used dataset (i.e., AdvBench), it achieved an SR of 78.5%, higher than the state-of-the-art methods.",Johan Wahréus; Ahmed Mohamed Hussain; Panos Papadimitratos,cs.CR; cs.AI; cs.LG,cs.CR,2025-01-02T16:37:04Z,2025-01-02T16:37:04Z,,,,http://arxiv.org/pdf/2501.01335v1,http://arxiv.org/abs/2501.01335v1,2025,arxiv_api
2501.01336,1,"Aligning Large Language Models for Faithful Integrity Against Opposing
  Argument","Large Language Models (LLMs) have demonstrated impressive capabilities in complex reasoning tasks. However, they can be easily misled by unfaithful arguments during conversations, even when their original statements are correct. To this end, we investigate the problem of maintaining faithful integrity in LLMs. This involves ensuring that LLMs adhere to their faithful statements in the face of opposing arguments and are able to correct their incorrect statements when presented with faithful arguments. In this work, we propose a novel framework, named Alignment for Faithful Integrity with Confidence Estimation (AFICE), which aims to align the LLM responses with faithful integrity. Specifically, AFICE first designs a Bilateral Confidence Estimation (BCE) approach for estimating the uncertainty of each response generated by the LLM given a specific context, which simultaneously estimate the model's confidence to the question based on the internal states during decoding as well as to the answer based on cumulative probability ratios. With the BCE, we construct a conversational preference dataset composed of context, original statement, and argument, which is adopted for aligning the LLM for faithful integrity using Direct Preference Optimization (DPO). Extensive experimental results on a wide range of benchmarks demonstrate significant improvements in the LLM's ability to maintain faithful responses when encountering opposing arguments, ensuring both the practical utility and trustworthiness of LLMs in complex interactive settings. Code and data will be released via https://github.com/zhaoy777/AFICE.git",Yong Zhao; Yang Deng; See-Kiong Ng; Tat-Seng Chua,cs.CL; I.2.7,cs.CL,2025-01-02T16:38:21Z,2025-01-02T16:38:21Z,,,"17 pages, 5 figures",http://arxiv.org/pdf/2501.01336v1,http://arxiv.org/abs/2501.01336v1,2025,arxiv_api
2501.02020,3,"Enhancing Uncertainty Modeling with Semantic Graph for Hallucination
  Detection","Large Language Models (LLMs) are prone to hallucination with non-factual or unfaithful statements, which undermines the applications in real-world scenarios. Recent researches focus on uncertainty-based hallucination detection, which utilizes the output probability of LLMs for uncertainty calculation and does not rely on external knowledge or frequent sampling from LLMs. Whereas, most approaches merely consider the uncertainty of each independent token, while the intricate semantic relations among tokens and sentences are not well studied, which limits the detection of hallucination that spans over multiple tokens and sentences in the passage. In this paper, we propose a method to enhance uncertainty modeling with semantic graph for hallucination detection. Specifically, we first construct a semantic graph that well captures the relations among entity tokens and sentences. Then, we incorporate the relations between two entities for uncertainty propagation to enhance sentence-level hallucination detection. Given that hallucination occurs due to the conflict between sentences, we further present a graph-based uncertainty calibration method that integrates the contradiction probability of the sentence with its neighbors in the semantic graph for uncertainty calculation. Extensive experiments on two datasets show the great advantages of our proposed approach. In particular, we obtain substantial improvements with 19.78% in passage-level hallucination detection.",Kedi Chen; Qin Chen; Jie Zhou; Xinqi Tao; Bowen Ding; Jingwen Xie; Mingchen Xie; Peilong Li; Feng Zheng; Liang He,cs.CL; cs.AI,cs.CL,2025-01-02T16:45:05Z,2025-04-05T15:39:03Z,,,,http://arxiv.org/pdf/2501.02020v3,http://arxiv.org/abs/2501.02020v3,2025,arxiv_api
2501.01366,2,ViGiL3D: A Linguistically Diverse Dataset for 3D Visual Grounding,"3D visual grounding (3DVG) involves localizing entities in a 3D scene referred to by natural language text. Such models are useful for embodied AI and scene retrieval applications, which involve searching for objects or patterns using natural language descriptions. While recent works have focused on LLM-based scaling of 3DVG datasets, these datasets do not capture the full range of potential prompts which could be specified in the English language. To ensure that we are scaling up and testing against a useful and representative set of prompts, we propose a framework for linguistically analyzing 3DVG prompts and introduce Visual Grounding with Diverse Language in 3D (ViGiL3D), a diagnostic dataset for evaluating visual grounding methods against a diverse set of language patterns. We evaluate existing open-vocabulary 3DVG methods to demonstrate that these methods are not yet proficient in understanding and identifying the targets of more challenging, out-of-distribution prompts, toward real-world applications.",Austin T. Wang; ZeMing Gong; Angel X. Chang,cs.CV; cs.AI; cs.CL,cs.CV,2025-01-02T17:20:41Z,2025-07-07T20:17:31Z,,,"24 pages with 8 figures and 14 tables; updated for ACL 2025
  camera-ready with additional discussion and figures",http://arxiv.org/pdf/2501.01366v2,http://arxiv.org/abs/2501.01366v2,2025,arxiv_api
2501.01370,3,Embedding-Based Approaches to Hyperpartisan News Detection,"In this report, I describe the systems in which the objective is to determine whether a given news article could be considered as hyperpartisan. Hyperpartisan news takes an extremely polarized political standpoint with an intention of creating political divide among the public. Several approaches, including n-grams, sentiment analysis, as well as sentence and document representations using pre-tained ELMo models were used. The best system is using LLMs for embedding generation achieving an accuracy of around 92% over the previously best system using pre-trained ELMo with Bidirectional LSTM which achieved an accuracy of around 83% through 10-fold cross-validation.",Karthik Mohan,cs.LG; cs.CL,cs.LG,2025-01-02T17:29:53Z,2025-07-07T18:36:04Z,,,"Updated version reflecting sole authorship. All coauthor
  contributions have been removed. Experimental corrections and analysis
  updates were introduced in the original version and are retained here as part
  of the submitter's independent work, along with expanded experiments by the
  submitter",http://arxiv.org/pdf/2501.01370v3,http://arxiv.org/abs/2501.01370v3,2025,arxiv_api
2501.01377,2,"Improving Medical Large Vision-Language Models with Abnormal-Aware
  Feedback","Existing Medical Large Vision-Language Models (Med-LVLMs), encapsulating extensive medical knowledge, demonstrate excellent capabilities in understanding medical images. However, there remain challenges in visual localization in medical images, which is crucial for abnormality detection and interpretation. To address these issues, we propose a novel UMed-LVLM designed to unveil medical abnormalities. Specifically, we collect a Medical Abnormalities Unveiling (MAU) dataset and propose a two-stage training method for UMed-LVLM training. To collect MAU dataset, we propose a prompt method utilizing the GPT-4V to generate diagnoses based on identified abnormal areas in medical images. Moreover, the two-stage training method includes Abnormal-Aware Instruction Tuning and Abnormal-Aware Rewarding, comprising Relevance Reward, Abnormal Localization Reward and Vision Relevance Reward. Experimental results demonstrate that our UMed-LVLM significantly outperforms existing Med-LVLMs in identifying and understanding medical abnormalities, achieving a 58% improvement over the baseline. In addition, this work shows that enhancing the abnormality detection capabilities of Med-LVLMs significantly improves their understanding of medical images and generalization capability.",Yucheng Zhou; Lingran Song; Jianbing Shen,cs.CL; cs.AI; cs.CV; cs.LG,cs.CL,2025-01-02T17:37:20Z,2025-06-02T09:56:36Z,,,16 pages,http://arxiv.org/pdf/2501.01377v2,http://arxiv.org/abs/2501.01377v2,2025,arxiv_api
2501.01384,1,"OmniChat: Enhancing Spoken Dialogue Systems with Scalable Synthetic Data
  for Diverse Scenarios","With the rapid development of large language models, researchers have created increasingly advanced spoken dialogue systems that can naturally converse with humans. However, these systems still struggle to handle the full complexity of real-world conversations, including audio events, musical contexts, and emotional expressions, mainly because current dialogue datasets are constrained in both scale and scenario diversity. In this paper, we propose leveraging synthetic data to enhance the dialogue models across diverse scenarios. We introduce ShareChatX, the first comprehensive, large-scale dataset for spoken dialogue that spans diverse scenarios. Based on this dataset, we introduce OmniChat, a multi-turn dialogue system with a heterogeneous feature fusion module, designed to optimize feature selection in different dialogue contexts. In addition, we explored critical aspects of training dialogue systems using synthetic data. Through comprehensive experimentation, we determined the ideal balance between synthetic and real data, achieving state-of-the-art results on the real-world dialogue dataset DailyTalk. We also highlight the crucial importance of synthetic data in tackling diverse, complex dialogue scenarios, especially those involving audio and music. For more details, please visit our demo page at \url{https://sharechatx.github.io/}.",Xize Cheng; Dongjie Fu; Xiaoda Yang; Minghui Fang; Ruofan Hu; Jingyu Lu; Bai Jionghao; Zehan Wang; Shengpeng Ji; Rongjie Huang; Linjun Li; Yu Chen; Tao Jin; Zhou Zhao,cs.CL; cs.HC; cs.SD; eess.AS,cs.CL,2025-01-02T17:58:23Z,2025-01-02T17:58:23Z,,,,http://arxiv.org/pdf/2501.01384v1,http://arxiv.org/abs/2501.01384v1,2025,arxiv_api
2501.01426,2,Unifying Specialized Visual Encoders for Video Language Models,"The recent advent of Large Language Models (LLMs) has ushered sophisticated reasoning capabilities into the realm of video through Video Large Language Models (VideoLLMs). However, VideoLLMs currently rely on a single vision encoder for all of their visual processing, which limits the amount and type of visual information that can be conveyed to the LLM. Our method, MERV, Multi-Encoder Representation of Videos, instead leverages multiple frozen visual encoders to create a unified representation of a video, providing the VideoLLM with a comprehensive set of specialized visual knowledge. Spatio-temporally aligning the features from each encoder allows us to tackle a wider range of open-ended and multiple-choice video understanding questions and outperform prior state-of-the-art works. MERV is up to 3.7% better in accuracy than Video-LLaVA across the standard suite video understanding benchmarks, while also having a better Video-ChatGPT score. We also improve upon SeViLA, the previous best on zero-shot Perception Test accuracy, by 2.2%. MERV introduces minimal extra parameters and trains faster than equivalent single-encoder methods while parallelizing the visual processing. Finally, we provide qualitative evidence that MERV successfully captures domain knowledge from each of its encoders. Our results offer promising directions in utilizing multiple vision encoders for comprehensive video understanding.",Jihoon Chung; Tyler Zhu; Max Gonzalez Saez-Diez; Juan Carlos Niebles; Honglu Zhou; Olga Russakovsky,cs.CV; cs.CL; cs.LG,cs.CV,2025-01-02T18:59:45Z,2025-06-15T21:53:18Z,,,"Accepted to ICML 2025 as a Poster. Project page:
  https://tylerzhu.com/merv/",http://arxiv.org/pdf/2501.01426v2,http://arxiv.org/abs/2501.01426v2,2025,arxiv_api
2501.01540,2,"BoxingGym: Benchmarking Progress in Automated Experimental Design and
  Model Discovery","Understanding the world and explaining it with scientific theories is a central aspiration of artificial intelligence research. Proposing theories, designing experiments to test them, and then revising them based on data are fundamental to scientific discovery. Despite the significant promise of LLM-based scientific agents, no benchmarks systematically test LLM's ability to propose scientific models, collect experimental data, and revise them in light of new data. We introduce BoxingGym, a benchmark with 10 environments for systematically evaluating both experimental design (e.g. collecting data to test a scientific theory) and model discovery (e.g. proposing and revising scientific theories). To enable tractable and quantitative evaluation, we implement each environment as a generative probabilistic model with which a scientific agent can run interactive experiments. These probabilistic models are drawn from various real-world scientific domains ranging from psychology to ecology. To quantitatively evaluate a scientific agent's ability to collect informative experimental data, we compute the expected information gain (EIG), an information-theoretic quantity which measures how much an experiment reduces uncertainty about the parameters of a generative model. A good scientific theory is a concise and predictive explanation. Therefore, to quantitatively evaluate model discovery, we ask a scientific agent to explain their model and then assess whether this explanation enables another scientific agent to make reliable predictions about this environment. In addition to this explanation-based evaluation, we compute standard model evaluation metrics such as prediction errors. We find that current LLMs, such as GPT-4o, struggle with both experimental design and model discovery. We find that augmenting the LLM-based agent with an explicit statistical model does not reliably improve these results.",Kanishk Gandhi; Michael Y. Li; Lyle Goodyear; Agam Bhatia; Louise Li; Aditi Bhaskar; Mohammed Zaman; Noah D. Goodman,cs.LG; cs.AI,cs.LG,2025-01-02T21:15:57Z,2025-10-14T20:35:27Z,,,KG and MYL contributed equally,http://arxiv.org/pdf/2501.01540v2,http://arxiv.org/abs/2501.01540v2,2025,arxiv_api
2501.01544,1,"Many of Your DPOs are Secretly One: Attempting Unification Through
  Mutual Information","Post-alignment of large language models (LLMs) is critical in improving their utility, safety, and alignment with human intentions. Direct preference optimisation (DPO) has become one of the most widely used algorithms for achieving this alignment, given its ability to optimise models based on human feedback directly. However, the vast number of DPO variants in the literature has made it increasingly difficult for researchers to navigate and fully grasp the connections between these approaches. This paper introduces a unifying framework inspired by mutual information, which proposes a new loss function with flexible priors. By carefully specifying these priors, we demonstrate that many existing algorithms, such as SimPO, TDPO, SparsePO, and others, can be derived from our framework. This unification offers a clearer and more structured approach, allowing researchers to understand the relationships between different DPO variants better. We aim to simplify the landscape of DPO algorithms, making it easier for the research community to gain insights and foster further advancements in LLM alignment. Ultimately, we hope our framework can be a foundation for developing more robust and interpretable alignment techniques.",Rasul Tutnov; Antoine Grosnit; Haitham Bou-Ammar,cs.LG; cs.CL; stat.ML,cs.LG,2025-01-02T21:31:38Z,2025-01-02T21:31:38Z,,,,http://arxiv.org/pdf/2501.01544v1,http://arxiv.org/abs/2501.01544v1,2025,arxiv_api
2501.01558,2,Predicting the Performance of Black-box LLMs through Self-Queries,"As large language models (LLMs) are increasingly relied on in AI systems, predicting when they make mistakes is crucial. While a great deal of work in the field uses internal representations to interpret model behavior, these representations are inaccessible when given solely black-box access through an API. In this paper, we extract features of LLMs in a black-box manner by using follow-up prompts and taking the probabilities of different responses as representations to train reliable predictors of model behavior. We demonstrate that training a linear model on these low-dimensional representations produces reliable and generalizable predictors of model performance at the instance level (e.g., if a particular generation correctly answers a question). Remarkably, these can often outperform white-box linear predictors that operate over a model's hidden state or the full distribution over its vocabulary. In addition, we demonstrate that these extracted features can be used to evaluate more nuanced aspects of a language model's state. For instance, they can be used to distinguish between a clean version of GPT-4o-mini and a version that has been influenced via an adversarial system prompt that answers question-answering tasks incorrectly or introduces bugs into generated code. Furthermore, they can reliably distinguish between different model architectures and sizes, enabling the detection of misrepresented models provided through an API (e.g., identifying if GPT-3.5 is supplied instead of GPT-4o-mini).",Dylan Sam; Marc Finzi; J. Zico Kolter,cs.LG; cs.CL,cs.LG,2025-01-02T22:26:54Z,2025-02-17T02:41:42Z,,,28 pages,http://arxiv.org/pdf/2501.01558v2,http://arxiv.org/abs/2501.01558v2,2025,arxiv_api
2503.15489,1,"PersonaAI: Leveraging Retrieval-Augmented Generation and Personalized
  Context for AI-Driven Digital Avatars","This paper introduces PersonaAI, a cutting-edge application that leverages Retrieval-Augmented Generation (RAG) and the LLAMA model to create highly personalized digital avatars capable of accurately mimicking individual personalities. Designed as a cloud-based mobile application, PersonaAI captures user data seamlessly, storing it in a secure database for retrieval and analysis. The result is a system that provides context-aware, accurate responses to user queries, enhancing the potential of AI-driven personalization. Why should you care? PersonaAI combines the scalability of RAG with the efficiency of prompt-engineered LLAMA3, offering a lightweight, sustainable alternative to traditional large language model (LLM) training methods. The system's novel approach to data collection, utilizing real-time user interactions via a mobile app, ensures enhanced context relevance while maintaining user privacy. By open-sourcing our implementation, we aim to foster adaptability and community-driven development. PersonaAI demonstrates how AI can transform interactions by merging efficiency, scalability, and personalization, making it a significant step forward in the future of digital avatars and personalized AI.",Elvis Kimara; Kunle S. Oguntoye; Jian Sun,cs.HC; cs.AI,cs.HC,2025-01-03T00:31:28Z,2025-01-03T00:31:28Z,,,,http://arxiv.org/pdf/2503.15489v1,http://arxiv.org/abs/2503.15489v1,2025,arxiv_api
2501.01588,1,"(WhyPHI) Fine-Tuning PHI-3 for Multiple-Choice Question Answering:
  Methodology, Results, and Challenges","Large Language Models (LLMs) have become essential tools across various domains due to their impressive capabilities in understanding and generating human-like text. The ability to accurately answer multiple-choice questions (MCQs) holds significant value in education, particularly in automated tutoring systems and assessment platforms. However, adapting LLMs to handle MCQ tasks effectively remains challenging due to the hallucinations and unclear prompts. This work explores the potential of Microsoft's PHI-3\cite{Abdin2024}, a compact yet efficient LLM, for MCQ answering. Our contributions include fine-tuning the model on the TruthfulQA dataset, designing optimized prompts to enhance model performance, and evaluating using perplexity and traditional metrics like accuracy and F1 score. Results show a remarkable improvement in PHI-3.5's MCQ handling post-fine-tuning, with perplexity decreasing from 4.68 to 2.27, and accuracy rising from 62\% to 90.8\%. This research underlines the importance of efficient models in adaptive learning systems and educational assessments, paving the way for broader integration into the classroom, particularly in fields like test preparation, student feedback, and personalized learning.",Mohamed Hisham Abdellatif,cs.CL; cs.AI,cs.CL,2025-01-03T00:56:46Z,2025-01-03T00:56:46Z,,,,http://arxiv.org/pdf/2501.01588v1,http://arxiv.org/abs/2501.01588v1,2025,arxiv_api
2501.01594,1,"PSYCHE: A Multi-faceted Patient Simulation Framework for Evaluation of
  Psychiatric Assessment Conversational Agents","Recent advances in large language models (LLMs) have accelerated the development of conversational agents capable of generating human-like responses. Since psychiatric assessments typically involve complex conversational interactions between psychiatrists and patients, there is growing interest in developing LLM-based psychiatric assessment conversational agents (PACAs) that aim to simulate the role of psychiatrists in clinical evaluations. However, standardized methods for benchmarking the clinical appropriateness of PACAs' interaction with patients still remain underexplored. Here, we propose PSYCHE, a novel framework designed to enable the 1) clinically relevant, 2) ethically safe, 3) cost-efficient, and 4) quantitative evaluation of PACAs. This is achieved by simulating psychiatric patients based on a multi-faceted psychiatric construct that defines the simulated patients' profiles, histories, and behaviors, which PACAs are expected to assess. We validate the effectiveness of PSYCHE through a study with 10 board-certified psychiatrists, supported by an in-depth analysis of the simulated patient utterances.",Jingoo Lee; Kyungho Lim; Young-Chul Jung; Byung-Hoon Kim,cs.CL; cs.AI; cs.LG,cs.CL,2025-01-03T01:38:46Z,2025-01-03T01:38:46Z,,,The first two authors contributed equally,http://arxiv.org/pdf/2501.01594v1,http://arxiv.org/abs/2501.01594v1,2025,arxiv_api
2501.02026,1,"Recursive Decomposition of Logical Thoughts: Framework for Superior
  Reasoning and Knowledge Propagation in Large Language Models","Enhancing the reasoning capabilities of Large Language Models remains a critical challenge in artificial intelligence. We introduce RDoLT, Recursive Decomposition of Logical Thought prompting, a novel framework that significantly boosts LLM reasoning performance. RDoLT is built on three key innovations: (1) recursively breaking down complex reasoning tasks into sub-tasks of progressive complexity; (2) employing an advanced selection and scoring mechanism to identify the most promising reasoning thoughts; and (3) integrating a knowledge propagation module that mimics human learning by keeping track of strong and weak thoughts for information propagation. Our approach was evaluated across multiple benchmarks, including GSM8K, SVAMP, MultiArith, LastLetterConcatenation, and Gaokao2023 Math. The results demonstrate that RDoLT consistently outperforms existing state-of-the-art techniques, achieving a 90.98 percent accuracy on GSM8K with ChatGPT-4, surpassing state-of-the-art techniques by 6.28 percent. Similar improvements were observed on other benchmarks, with accuracy gains ranging from 5.5 percent to 6.75 percent. These findings highlight RDoLT's potential to advance prompt engineering, offering a more effective and generalizable approach to complex reasoning tasks.",Kaleem Ullah Qasim; Jiashu Zhang; Tariq Alsahfi; Ateeq Ur Rehman Butt,cs.CL; cs.AI; cs.LG; cs.LO,cs.CL,2025-01-03T02:55:44Z,2025-01-03T02:55:44Z,,,,http://arxiv.org/pdf/2501.02026v1,http://arxiv.org/abs/2501.02026v1,2025,arxiv_api
2501.01625,1,ICPC: In-context Prompt Compression with Faster Inference,"Despite the recent success of Large Language Models (LLMs), it remains challenging to feed LLMs with long prompts due to the fixed size of LLM inputs. As a remedy, prompt compression becomes a promising solution by removing redundant tokens in the prompt. However, using LLM in the existing works requires additional computation resources and leads to memory overheads. To address it, we propose ICPC (In-context Prompt Compression), a novel and scalable prompt compression method that adaptively reduces the prompt length. The key idea of ICPC is to calculate the probability of each word appearing in the prompt using encoders and calculate information carried by each word through the information function, which effectively reduces the information loss during prompt compression and increases the speed of compression. Empirically, we demonstrate that ICPC can effectively compress long texts of different categories and thus achieve better performance and speed on different types of NLP tasks.",Ziyang Yu; Yuyu Liu,cs.CL; cs.AI,cs.CL,2025-01-03T03:46:51Z,2025-01-03T03:46:51Z,,,,http://arxiv.org/pdf/2501.01625v1,http://arxiv.org/abs/2501.01625v1,2025,arxiv_api
2501.01638,2,"A non-ergodic framework for understanding emergent capabilities in Large
  Language Models","Large language models have emergent capabilities that come unexpectedly at scale, but we need a theoretical framework to explain why and how they emerge. We prove that language models are actually non-ergodic systems while providing a mathematical framework based on Stuart Kauffman's theory of the adjacent possible (TAP) to explain capability emergence. Our resource-constrained TAP equation demonstrates how architectural, training, and contextual constraints interact to shape model capabilities through phase transitions in semantic space. We prove through experiments with three different language models that capacities emerge through discrete transitions guided by constraint interactions and path-dependent exploration. This framework provides a theoretical basis for understanding emergence in language models and guides the development of architectures that can guide capability emergence.",Javier Marín,cs.CL; cs.AI; cs.LG,cs.CL,2025-01-03T05:11:41Z,2025-02-28T08:07:50Z,,,,http://arxiv.org/pdf/2501.01638v2,http://arxiv.org/abs/2501.01638v2,2025,arxiv_api
2501.01645,3,"HLV-1K: A Large-scale Hour-Long Video Benchmark for Time-Specific Long
  Video Understanding","Multimodal large language models have become a popular topic in deep visual understanding due to many promising real-world applications. However, hour-long video understanding, spanning over one hour and containing tens of thousands of visual frames, remains under-explored because of 1) challenging long-term video analyses, 2) inefficient large-model approaches, and 3) lack of large-scale benchmark datasets. Among them, in this paper, we focus on building a large-scale hour-long long video benchmark, HLV-1K, designed to evaluate long video understanding models. HLV-1K comprises 1009 hour-long videos with 14,847 high-quality question answering (QA) and multi-choice question asnwering (MCQA) pairs with time-aware query and diverse annotations, covering frame-level, within-event-level, cross-event-level, and long-term reasoning tasks. We evaluate our benchmark using existing state-of-the-art methods and demonstrate its value for testing deep long video understanding capabilities at different levels and for various tasks. This includes promoting future long video understanding tasks at a granular level, such as deep understanding of long live videos, meeting recordings, and movies.",Heqing Zou; Tianze Luo; Guiyang Xie; Victor Xiao Jie Zhang; Fengmao Lv; Guangcong Wang; Junyang Chen; Zhuochen Wang; Hansheng Zhang; Huaijian Zhang,cs.CV; cs.AI,cs.CV,2025-01-03T05:32:37Z,2025-05-13T06:38:44Z,,,Accepted to ICME 2025,http://arxiv.org/pdf/2501.01645v3,http://arxiv.org/abs/2501.01645v3,2025,arxiv_api
2501.01652,2,"MIRAGE: Exploring How Large Language Models Perform in Complex Social
  Interactive Environments","Large Language Models (LLMs) have shown remarkable capabilities in environmental perception, reasoning-based decision-making, and simulating complex human behaviors, particularly in interactive role-playing contexts. This paper introduces the Multiverse Interactive Role-play Ability General Evaluation (MIRAGE), a comprehensive framework designed to assess LLMs' proficiency in portraying advanced human behaviors through murder mystery games. MIRAGE features eight intricately crafted scripts encompassing diverse themes and styles, providing a rich simulation. To evaluate LLMs' performance, MIRAGE employs four distinct methods: the Trust Inclination Index (TII) to measure dynamics of trust and suspicion, the Clue Investigation Capability (CIC) to measure LLMs' capability of conducting information, the Interactivity Capability Index (ICI) to assess role-playing capabilities and the Script Compliance Index (SCI) to assess LLMs' capability of understanding and following instructions. Our experiments indicate that even popular models like GPT-4 face significant challenges in navigating the complexities presented by the MIRAGE. The datasets and simulation codes are available in \href{https://github.com/lime728/MIRAGE}{github}.",Yin Cai; Zhouhong Gu; Zhaohan Du; Zheyu Ye; Shaosheng Cao; Yiqian Xu; Hongwei Feng; Ping Chen,cs.CL,cs.CL,2025-01-03T06:07:48Z,2025-05-10T05:05:16Z,,,,http://arxiv.org/pdf/2501.01652v2,http://arxiv.org/abs/2501.01652v2,2025,arxiv_api
